hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::84254	CAMKK1	84254	ENSG00000004660	CAMKK1
Gene::5965	RECQL	5965	ENSG00000004700	RECQL
Gene::55610	CCDC132	55610	ENSG00000004766	VPS50
Gene::126393	HSPB6	126393	ENSG00000004776	HSPB6
Gene::115703	ARHGAP33	115703	ENSG00000004777	ARHGAP33
Gene::4706	NDUFAB1	4706	ENSG00000004779	NDUFAB1
Gene::5166	PDK4	5166	ENSG00000004799	PDK4
Gene::85413	SLC22A16	85413	ENSG00000004809	SLC22A16
Gene::51364	ZMYND10	51364	ENSG00000004838	ZMYND10
Gene::340273	ABCB5	340273	ENSG00000004846	ABCB5
Gene::170302	ARX	170302	ENSG00000004848	ARX
Gene::10165	SLC25A13	10165	ENSG00000004864	SLC25A13
Gene::7982	ST7	7982	ENSG00000004866	ST7
Gene::996	CDC27	996	ENSG00000004897	CDC27
Gene::6521	SLC4A1	6521	ENSG00000004939	SLC4A1
Gene::799	CALCR	799	ENSG00000004948	CALCR
Gene::3052	HCCS	3052	ENSG00000004961	HCCS
Gene::1856	DVL2	1856	ENSG00000004975	DVL2
Gene::64063	PRSS22	64063	ENSG00000005001	PRSS22
Gene::5976	UPF1	5976	ENSG00000005007	UPF1
Gene::8935	SKAP2	8935	ENSG00000005020	SKAP2
Gene::292	SLC25A5	292	ENSG00000005022	SLC25A5
Gene::55013	CCDC109B	55013	ENSG00000005059	MCUB
Gene::3207	HOXA11	3207	ENSG00000005073	HOXA11
Gene::5439	POLR2J	5439	ENSG00000005075	POLR2J
Gene::56919	DHX33	56919	ENSG00000005100	DHX33
Gene::4222	MEOX1	4222	ENSG00000005102	MEOX1
Gene::221981	THSD7A	221981	ENSG00000005108	THSD7A
Gene::3980	LIG3	3980	ENSG00000005156	LIG3
Gene::79657	RPAP3	79657	ENSG00000005175	RPAP3
Gene::6296	ACSM3	6296	ENSG00000005187	ACSM3
Gene::81691	LOC81691	81691	ENSG00000005189	REXO5
Gene::57019	CIAPIN1	57019	ENSG00000005194	CIAPIN1
Gene::56928	SPPL2B	56928	ENSG00000005206	SPPL2B
Gene::80256	FAM214B	80256	ENSG00000005238	ATOSB
Gene::51226	COPZ2	51226	ENSG00000005243	COPZ2
Gene::5577	PRKAR2B	5577	ENSG00000005249	PRKAR2B
Gene::10943	MSL3	10943	ENSG00000005302	MSL3
Gene::1387	CREBBP	1387	ENSG00000005339	CREBBP
Gene::9256	BZRAP1	9256	ENSG00000005379	TSPOAP1
Gene::4353	MPO	4353	ENSG00000005381	MPO
Gene::5444	PON1	5444	ENSG00000005421	PON1
Gene::6936	GCFC2	6936	ENSG00000005436	GCFC2
Gene::84058	WDR54	84058	ENSG00000005448	WDR54
Gene::54677	CROT	54677	ENSG00000005469	CROT
Gene::5244	ABCB4	5244	ENSG00000005471	ABCB4
Gene::55904	KMT2E	55904	ENSG00000005483	KMT2E
Gene::57414	RHBDD2	57414	ENSG00000005486	RHBDD2
Gene::30812	SOX8	30812	ENSG00000005513	SOX8
Gene::25998	IBTK	25998	ENSG00000005700	IBTK
Gene::7748	ZNF195	7748	ENSG00000005801	ZNF195
Gene::23077	MYCBP2	23077	ENSG00000005810	MYCBP2
Gene::26224	FBXL3	26224	ENSG00000005812	FBXL3
Gene::3683	ITGAL	3683	ENSG00000005844	ITGAL
Gene::5164	PDK2	5164	ENSG00000005882	PDK2
Gene::3675	ITGA3	3675	ENSG00000005884	ITGA3
Gene::7543	ZFX	7543	ENSG00000005889	ZFX
Gene::3920	LAMP2	3920	ENSG00000005893	LAMP2
Gene::3674	ITGA2B	3674	ENSG00000005961	ITGA2B
Gene::51666	ASB4	51666	ENSG00000005981	ASB4
Gene::51573	GDE1	51573	ENSG00000006007	GDE1
Gene::55049	C19orf60	55049	ENSG00000006015	REX1BD
Gene::9244	CRLF1	9244	ENSG00000006016	CRLF1
Gene::114881	OSBPL7	114881	ENSG00000006025	OSBPL7
Gene::26022	TMEM98	26022	ENSG00000006042	TMEM98
Gene::51087	YBX2	51087	ENSG00000006047	YBX2
Gene::3883	KRT33A	3883	ENSG00000006059	KRT33A
Gene::9020	MAP3K14	9020	ENSG00000006062	MAP3K14
Gene::6833	ABCC8	6833	ENSG00000006071	ABCC8
Gene::10368	CACNG3	10368	ENSG00000006116	CACNG3
Gene::54972	TMEM132A	54972	ENSG00000006118	TMEM132A
Gene::163	AP2B1	163	ENSG00000006125	AP2B1
Gene::6863	TAC1	6863	ENSG00000006128	TAC1
Gene::10127	ZNF263	10127	ENSG00000006194	ZNF263
Gene::6376	CX3CL1	6376	ENSG00000006210	CX3CL1
Gene::64847	SPATA20	64847	ENSG00000006282	SPATA20
Gene::8913	CACNA1G	8913	ENSG00000006283	CACNA1G
Gene::51330	TNFRSF12A	51330	ENSG00000006327	TNFRSF12A
Gene::1750	DLX6	1750	ENSG00000006377	DLX6
Gene::4293	MAP3K9	4293	ENSG00000006432	MAP3K9
Gene::5898	RALA	5898	ENSG00000006451	RALA
Gene::55971	BAIAP2L1	55971	ENSG00000006453	BAIAP2L1
Gene::80853	KDM7A	80853	ENSG00000006459	KDM7A
Gene::2115	ETV1	2115	ENSG00000006468	ETV1
Gene::55750	AGK	55750	ENSG00000006530	AGK
Gene::221	ALDH3B1	221	ENSG00000006534	ALDH3B1
Gene::55001	TTC22	55001	ENSG00000006555	TTC22
Gene::57157	PHTF2	57157	ENSG00000006576	PHTF2
Gene::10344	CCL26	10344	ENSG00000006606	CCL26
Gene::9855	FARP2	9855	ENSG00000006607	FARP2
Gene::10083	USH1C	10083	ENSG00000006611	USH1C
Gene::79017	GGCT	79017	ENSG00000006625	GGCT
Gene::10926	DBF4	10926	ENSG00000006634	DBF4
Gene::6915	TBXA2R	6915	ENSG00000006638	TBXA2R
Gene::3475	IFRD1	3475	ENSG00000006652	IFRD1
Gene::56891	LGALS14	56891	ENSG00000006659	LGALS14
