node_id	node_name	node_kind
Gene::81575	APOLD1	Gene
Gene::85320	ABCC11	Gene
Pathway::PC7_6510	Platelet Adhesion to exposed collagen	Pathway
Gene::55236	UBA6	Gene
Pathway::PC7_3349	Dual incision reaction in TC-NER	Pathway
Gene::7035	TFPI	Gene
Gene::27143	PALD1	Gene
Gene::5321	PLA2G4A	Gene
Gene::55698	RADIL	Gene
Gene::25992	SNED1	Gene
Gene::25917	THUMPD3	Gene
Gene::90459	ERI1	Gene
Gene::375519	GJB7	Gene
Gene::54852	PAQR5	Gene
Gene::7316	UBC	Gene
Gene::7704	ZBTB16	Gene
Gene::53358	SHC3	Gene
Gene::328	APEX1	Gene
Gene::55245	UQCC1	Gene
Gene::79845	RNF122	Gene
Gene::54733	SLC35F2	Gene
Gene::30010	NXPH1	Gene
Gene::3172	HNF4A	Gene
Gene::51032	CELA2B	Gene
Gene::10273	STUB1	Gene
Gene::5362	PLXNA2	Gene
Gene::6448	SGSH	Gene
Gene::6786	STIM1	Gene
Gene::8996	NOL3	Gene
Gene::6398	SECTM1	Gene
Gene::1349	COX7B	Gene
Gene::5583	PRKCH	Gene
Gene::10856	RUVBL2	Gene
Gene::23014	FBXO21	Gene
Gene::5378	PMS1	Gene
Gene::7837	PXDN	Gene
Gene::79908	BTNL8	Gene
Gene::441027	TMEM150C	Gene
Gene::4782	NFIC	Gene
Gene::64711	HS3ST6	Gene
Gene::55508	SLC35E3	Gene
Gene::161394	SAMD15	Gene
Gene::84224	NBPF3	Gene
Gene::11153	FICD	Gene
Gene::222255	ATXN7L1	Gene
Gene::4306	NR3C2	Gene
Gene::1355	COX15	Gene
Gene::9400	RECQL5	Gene
Gene::9570	GOSR2	Gene
Gene::54454	ATAD2B	Gene
Gene::3156	HMGCR	Gene
Gene::6256	RXRA	Gene
Gene::51586	MED15	Gene
Gene::11103	KRR1	Gene
Gene::171389	NLRP6	Gene
Gene::11342	RNF13	Gene
Gene::5650	KLK7	Gene
Pathway::WP399_r79474	Wnt Signaling Pathway and Pluripotency	Pathway
Gene::55163	PNPO	Gene
Gene::3760	KCNJ3	Gene
Gene::91624	NEXN	Gene
Gene::51652	CHMP3	Gene
Gene::1819	DRG2	Gene
Gene::221472	FGD2	Gene
Gene::6580	SLC22A1	Gene
Pathway::PC7_6570	Presynaptic function of Kainate receptors	Pathway
Gene::8521	GCM1	Gene
Gene::9543	IGDCC3	Gene
Gene::22839	DLGAP4	Gene
Gene::9666	DZIP3	Gene
Gene::9702	CEP57	Gene
Gene::8881	CDC16	Gene
Gene::219990	OOSP2	Gene
Gene::23350	U2SURP	Gene
Gene::257397	TAB3	Gene
Gene::84812	PLCD4	Gene
Gene::8535	CBX4	Gene
Gene::79885	HDAC11	Gene
Gene::80010	RMI1	Gene
Gene::112970	KTI12	Gene
Gene::9319	TRIP13	Gene
Gene::1839	HBEGF	Gene
Pathway::PC7_2097	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	Pathway
Gene::51286	CEND1	Gene
Gene::2862	MLNR	Gene
Gene::83636	C19orf12	Gene
Gene::11311	VPS45	Gene
Gene::9203	ZMYM3	Gene
Pathway::PC7_5983	Notch-mediated HES/HEY network	Pathway
Pathway::WP236_r80209	Adipogenesis	Pathway
Gene::11073	TOPBP1	Gene
Gene::5008	OSM	Gene
Gene::114785	MBD6	Gene
Gene::56107	PCDHGA9	Gene
Gene::678	ZFP36L2	Gene
Gene::54964	C1orf56	Gene
Gene::54675	CRLS1	Gene
Gene::26258	BLOC1S6	Gene
Gene::6299	SALL1	Gene
Gene::9732	DOCK4	Gene
Gene::9989	PPP4R1	Gene
Gene::10563	CXCL13	Gene
Gene::441519	CT45A3	Gene
Gene::114794	ELFN2	Gene
Gene::2595	GANC	Gene
Gene::286053	NSMCE2	Gene
Gene::56204	FAM214A	Gene
Gene::5828	PEX2	Gene
Gene::92797	HELB	Gene
Gene::144124	OR10A5	Gene
Gene::2563	GABRD	Gene
Pathway::WP534_r78585	Glycolysis and Gluconeogenesis	Pathway
Gene::51574	LARP7	Gene
Gene::80262	C16orf70	Gene
Gene::150678	MYEOV2	Gene
Gene::9923	ZBTB40	Gene
Gene::3791	KDR	Gene
Gene::9526	MPDU1	Gene
Gene::7287	TULP1	Gene
Gene::55837	EAPP	Gene
Gene::8499	PPFIA2	Gene
Gene::57466	SCAF4	Gene
Gene::1820	ARID3A	Gene
Gene::157570	ESCO2	Gene
Gene::254887	ZDHHC23	Gene
Pathway::PC7_4162	Gluconeogenesis	Pathway
Gene::83856	FSD1L	Gene
Gene::9322	TRIP10	Gene
Gene::6167	RPL37	Gene
Gene::27430	MAT2B	Gene
Gene::8833	GMPS	Gene
Gene::285025	CCDC141	Gene
Gene::7869	SEMA3B	Gene
Gene::4542	MYO1F	Gene
Gene::728392	LOC728392	Gene
Gene::7341	SUMO1	Gene
Gene::79802	HHIPL2	Gene
Gene::51199	NIN	Gene
Gene::659	BMPR2	Gene
Gene::79541	OR2A4	Gene
Gene::6730	SRP68	Gene
Gene::1497	CTNS	Gene
Gene::54829	ASPN	Gene
Gene::119	ADD2	Gene
Gene::388115	C15orf52	Gene
Gene::6059	ABCE1	Gene
Gene::56061	UBFD1	Gene
Gene::219699	UNC5B	Gene
Gene::80028	FBXL18	Gene
Gene::4087	SMAD2	Gene
Gene::388228	SBK1	Gene
Gene::91833	WDR20	Gene
Gene::11198	SUPT16H	Gene
Gene::220001	VWCE	Gene
Gene::158835	AWAT2	Gene
Gene::10797	MTHFD2	Gene
Gene::55809	TRERF1	Gene
Gene::91039	DPP9	Gene
Gene::139189	DGKK	Gene
Gene::160140	C11orf65	Gene
Gene::57536	KIAA1328	Gene
Gene::5880	RAC2	Gene
Gene::79412	KREMEN2	Gene
Pathway::PC7_8773	WNT mediated activation of DVL	Pathway
Gene::5981	RFC1	Gene
Gene::9653	HS2ST1	Gene
Gene::51249	TMEM69	Gene
Gene::83943	IMMP2L	Gene
Gene::8328	GFI1B	Gene
Gene::114795	TMEM132B	Gene
Gene::9404	LPXN	Gene
Gene::29015	SLC43A3	Gene
Gene::8792	TNFRSF11A	Gene
Pathway::PC7_4300	Golgi Associated Vesicle Biogenesis	Pathway
Pathway::PC7_3958	Formation of Fibrin Clot (Clotting Cascade)	Pathway
Gene::284067	C17orf105	Gene
Gene::55521	TRIM36	Gene
Gene::11222	MRPL3	Gene
Gene::5600	MAPK11	Gene
Gene::54726	OTUD4	Gene
Gene::376267	RAB15	Gene
Gene::63901	FAM111A	Gene
Gene::5091	PC	Gene
Gene::84433	CARD11	Gene
Gene::389799	C9orf171	Gene
Gene::1009	CDH11	Gene
Gene::100132399	GAGE12D	Gene
Gene::28511	NKIRAS2	Gene
Gene::386679	KRTAP10-2	Gene
Gene::63920	ZBED8	Gene
Gene::56931	DUS3L	Gene
Gene::55969	C20orf24	Gene
Gene::84984	CEP19	Gene
Gene::6561	SLC13A1	Gene
Gene::2104	ESRRG	Gene
Gene::1979	EIF4EBP2	Gene
Gene::10897	YIF1A	Gene
Gene::79086	SMIM7	Gene
Gene::3982	LIM2	Gene
Gene::54941	RNF125	Gene
Gene::196513	DCP1B	Gene
Gene::26270	FBXO6	Gene
Gene::1285	COL4A3	Gene
Gene::3882	KRT32	Gene
Gene::4337	MOCS1	Gene
Gene::5163	PDK1	Gene
Gene::9500	MAGED1	Gene
Pathway::PC7_7498	Signaling events mediated by the Hedgehog family	Pathway
Gene::1606	DGKA	Gene
Gene::26502	NARF	Gene
Pathway::PC7_8154	Terminal pathway of complement	Pathway
Gene::326624	RAB37	Gene
Gene::10613	ERLIN1	Gene
Gene::372	ARCN1	Gene
Gene::4925	NUCB2	Gene
Gene::1903	S1PR3	Gene
Gene::6273	S100A2	Gene
Gene::55766	H2AFJ	Gene
Gene::196374	KRT78	Gene
Gene::9501	RPH3AL	Gene
Gene::286205	SCAI	Gene
Gene::92815	HIST3H2A	Gene
Gene::100529241	HSPE1-MOB4	Gene
Gene::3977	LIFR	Gene
Gene::7173	TPO	Gene
Gene::2038	EPB42	Gene
Gene::256691	MAMDC2	Gene
Gene::708	C1QBP	Gene
Pathway::PC7_6147	PI Metabolism	Pathway
Pathway::PC7_1821	Asymmetric localization of PCP proteins	Pathway
Gene::1040	CDS1	Gene
Gene::165721	DNAJB8	Gene
Gene::25999	CLIP3	Gene
Gene::9903	KLHL21	Gene
Gene::8945	BTRC	Gene
Gene::140870	WFDC6	Gene
Gene::57016	AKR1B10	Gene
Gene::80177	MYCT1	Gene
Gene::5071	PARK2	Gene
Gene::4317	MMP8	Gene
Gene::763	CA5A	Gene
Gene::161829	EXD1	Gene
Gene::29952	DPP7	Gene
Gene::64981	MRPL34	Gene
Gene::5243	ABCB1	Gene
Gene::80763	SPX	Gene
Gene::65251	ZNF649	Gene
Pathway::PC7_6172	PKA activation in glucagon signalling	Pathway
Disease::DOID:10608	celiac disease	Disease
Gene::8061	FOSL1	Gene
Gene::51175	TUBE1	Gene
Gene::64072	CDH23	Gene
Gene::6197	RPS6KA3	Gene
Gene::10349	ABCA10	Gene
Pathway::PC7_6060	Organic cation transport	Pathway
Pathway::PC7_7452	Signaling by FGFR1 mutants	Pathway
Gene::29100	TMEM208	Gene
Gene::8528	DDO	Gene
Gene::283899	INO80E	Gene
Gene::388633	LDLRAD1	Gene
Gene::2098	ESD	Gene
Gene::84681	HINT2	Gene
Gene::135152	B3GAT2	Gene
Gene::90410	IFT20	Gene
Gene::51119	SBDS	Gene
Gene::646862	RNF225	Gene
Gene::55422	ZNF331	Gene
Gene::6659	SOX4	Gene
Gene::81318	OR4A5	Gene
Gene::389289	ANXA2R	Gene
Gene::8031	NCOA4	Gene
Gene::54872	PIGG	Gene
Gene::6539	SLC6A12	Gene
Gene::5870	RAB6A	Gene
Gene::196483	EEF2KMT	Gene
Gene::3439	IFNA1	Gene
Gene::10055	SAE1	Gene
Gene::171019	ADAMTS19	Gene
Pathway::WP673_r80202	ErbB Signaling Pathway	Pathway
Gene::53838	C11orf24	Gene
Gene::4689	NCF4	Gene
Gene::10612	TRIM3	Gene
Pathway::WP698_r79224	Glucuronidation	Pathway
Gene::26057	ANKRD17	Gene
Gene::10133	OPTN	Gene
Gene::390648	OR4F6	Gene
Gene::81567	TXNDC5	Gene
Gene::64601	VPS16	Gene
Gene::9413	FAM189A2	Gene
Gene::55958	KLHL9	Gene
Gene::4673	NAP1L1	Gene
Gene::10884	MRPS30	Gene
Gene::4054	LTBP3	Gene
Gene::54540	FAM193B	Gene
Gene::65095	KRI1	Gene
Gene::9252	RPS6KA5	Gene
Gene::3028	HSD17B10	Gene
Gene::80349	WDR61	Gene
Gene::28973	MRPS18B	Gene
Gene::284406	ZFP82	Gene
Gene::128821	CST9L	Gene
Gene::5651	TMPRSS15	Gene
Gene::1440	CSF3	Gene
Gene::84083	ZRANB3	Gene
Gene::84870	RSPO3	Gene
Pathway::PC7_6670	Pyruvate metabolism and Citric Acid (TCA) cycle	Pathway
Pathway::PC7_8666	VEGFR2 mediated cell proliferation	Pathway
Gene::4800	NFYA	Gene
Gene::55677	IWS1	Gene
Gene::114805	GALNT13	Gene
Pathway::PC7_5049	M Phase	Pathway
Gene::148932	MOB3C	Gene
Gene::167227	DCP2	Gene
Gene::26133	TRPC4AP	Gene
Gene::1289	COL5A1	Gene
Gene::51454	GULP1	Gene
Gene::9244	CRLF1	Gene
Gene::83998	REG4	Gene
Gene::10483	SEC23B	Gene
Gene::55352	COPRS	Gene
Gene::9245	GCNT3	Gene
Gene::118924	FRA10AC1	Gene
Gene::200879	LIPH	Gene
Gene::353500	BMP8A	Gene
Gene::4331	MNAT1	Gene
Gene::51125	GOLGA7	Gene
Gene::7556	ZNF10	Gene
Pathway::PC7_2090	Bile acid and bile salt metabolism	Pathway
Gene::7016	TESK1	Gene
Gene::9595	CYTIP	Gene
Gene::930	CD19	Gene
Gene::10565	ARFGEF1	Gene
Gene::84233	TMEM126A	Gene
Gene::23167	EFR3A	Gene
Gene::65990	FAM173A	Gene
Pathway::PC7_2335	CREB phosphorylation through the activation of Ras	Pathway
Gene::147015	DHRS13	Gene
Gene::55840	EAF2	Gene
Gene::51385	ZNF589	Gene
Pathway::PC7_6085	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	Pathway
Gene::144608	C12orf60	Gene
Gene::64426	SUDS3	Gene
Gene::84824	FCRLA	Gene
Gene::254065	BRWD3	Gene
Pathway::PC7_3971	Formation of the active cofactor, UDP-glucuronate	Pathway
Gene::9159	PCSK7	Gene
Gene::445582	POTEE	Gene
Gene::10981	RAB32	Gene
Gene::54984	PINX1	Gene
Gene::10290	SPEG	Gene
Gene::10983	CCNI	Gene
Gene::80127	CCDC176	Gene
Gene::114026	ZIM3	Gene
Gene::55055	ZWILCH	Gene
Gene::4110	MAGEA11	Gene
Gene::2162	F13A1	Gene
Gene::23066	CAND2	Gene
Gene::90780	PYGO2	Gene
Gene::9308	CD83	Gene
Gene::60677	CELF6	Gene
Gene::533	ATP6V0B	Gene
Gene::60491	NIF3L1	Gene
Gene::1073	CFL2	Gene
Pathway::PC7_1223	Abnormal metabolism in phenylketonuria	Pathway
Gene::2275	FHL3	Gene
Gene::219654	ZCCHC24	Gene
Gene::9287	TAAR2	Gene
Gene::79813	EHMT1	Gene
Gene::84148	KAT8	Gene
Gene::56937	PMEPA1	Gene
Gene::23524	SRRM2	Gene
Gene::54947	LPCAT2	Gene
Gene::3437	IFIT3	Gene
Gene::8706	B3GALNT1	Gene
Gene::2328	FMO3	Gene
Gene::93145	OLFM2	Gene
Gene::2717	GLA	Gene
Gene::345	APOC3	Gene
Gene::11170	FAM107A	Gene
Gene::8880	FUBP1	Gene
Gene::54762	GRAMD1C	Gene
Gene::6342	SCP2	Gene
Gene::653641	GOLGA6C	Gene
Gene::57167	SALL4	Gene
Gene::353322	ANKRD37	Gene
Gene::122416	ANKRD9	Gene
Gene::8915	BCL10	Gene
Gene::54998	AURKAIP1	Gene
Gene::9826	ARHGEF11	Gene
Pathway::PC7_7458	Signaling by Hedgehog	Pathway
Gene::308	ANXA5	Gene
Gene::88745	RRP36	Gene
Pathway::PC7_2677	Conjugation of phenylacetate with glutamine	Pathway
Gene::5523	PPP2R3A	Gene
Gene::51588	PIAS4	Gene
Gene::671	BPI	Gene
Gene::64090	GAL3ST2	Gene
Pathway::PC7_7428	Serine biosynthesis	Pathway
Pathway::PC7_7477	Signaling by Robo receptor	Pathway
Gene::344787	ZNF860	Gene
Gene::57121	LPAR5	Gene
Pathway::PC7_5873	Nef mediated downregulation of MHC class I complex cell surface expression	Pathway
Gene::1117	CHI3L2	Gene
Gene::51696	HECA	Gene
Gene::6988	TCTA	Gene
Gene::85414	SLC45A3	Gene
Gene::414899	BLID	Gene
Gene::100528020	FAM187A	Gene
Pathway::PC7_2523	Cell death signalling via NRAGE, NRIF and NADE	Pathway
Gene::148345	C1orf127	Gene
Gene::26525	IL36RN	Gene
Gene::5356	PLRG1	Gene
Disease::DOID:3393	coronary artery disease	Disease
Gene::117583	PARD3B	Gene
Gene::8846	ALKBH1	Gene
Gene::5429	POLH	Gene
Pathway::WP2011_r75253	SREBF and miR33 in cholesterol and lipid homeostasis	Pathway
Gene::6604	SMARCD3	Gene
Gene::3565	IL4	Gene
Gene::115201	ATG4A	Gene
Gene::27098	CLUL1	Gene
Gene::6527	SLC5A4	Gene
Gene::653121	ZBTB8A	Gene
Gene::9911	TMCC2	Gene
Gene::126068	ZNF441	Gene
Pathway::PC7_4157	Glucagon signaling in metabolic regulation	Pathway
Gene::25974	MMACHC	Gene
Gene::54535	CCHCR1	Gene
Pathway::PC7_1555	Activation, translocation and oligomerization of BAX	Pathway
Gene::9783	RIMS3	Gene
Gene::220108	FAM124A	Gene
Pathway::PC7_6200	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Pathway
Gene::6847	SYCP1	Gene
Gene::30835	CD209	Gene
Gene::57010	CABP4	Gene
Gene::201232	SLC16A13	Gene
Gene::5308	PITX2	Gene
Gene::283358	B4GALNT3	Gene
Gene::124359	CDYL2	Gene
Gene::4336	MOBP	Gene
Pathway::PC7_6462	Phospholipid metabolism	Pathway
Gene::6191	RPS4X	Gene
Gene::3048	HBG2	Gene
Gene::23208	SYT11	Gene
Gene::5619	PRM1	Gene
Gene::6258	RXRG	Gene
Gene::3219	HOXB9	Gene
Gene::6611	SMS	Gene
Gene::26499	PLEK2	Gene
Pathway::PC7_4689	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Pathway
Gene::11188	NISCH	Gene
Gene::142685	ASB15	Gene
Gene::55069	TMEM248	Gene
Gene::57697	FANCM	Gene
Gene::7675	ZNF121	Gene
Gene::126069	ZNF491	Gene
Gene::23479	ISCU	Gene
Gene::10769	PLK2	Gene
Pathway::PC7_2521	Cell Cycle, Mitotic	Pathway
Gene::170959	ZNF431	Gene
Gene::3360	HTR4	Gene
Gene::3581	IL9R	Gene
Gene::374291	NDUFS7	Gene
Pathway::PC7_8621	Ubiquinol biosynthesis	Pathway
Gene::374654	KIF7	Gene
Gene::5170	PDPK1	Gene
Gene::29922	NME7	Gene
Gene::10056	FARSB	Gene
Gene::79730	NSUN7	Gene
Gene::6504	SLAMF1	Gene
Gene::200909	HTR3D	Gene
Gene::80208	SPG11	Gene
Gene::126375	ZNF792	Gene
Gene::1975	EIF4B	Gene
Gene::84933	C8orf76	Gene
Gene::7200	TRH	Gene
Gene::55165	CEP55	Gene
Gene::54039	PCBP3	Gene
Gene::8436	SDPR	Gene
Gene::64793	CEP85	Gene
Gene::7264	TSTA3	Gene
Gene::116443	GRIN3A	Gene
Gene::3150	HMGN1	Gene
Gene::57794	SUGP1	Gene
Gene::3993	LLGL2	Gene
Gene::5063	PAK3	Gene
Gene::51090	PLLP	Gene
Gene::60626	RIC8A	Gene
Gene::64395	GMCL1	Gene
Gene::6865	TACR2	Gene
Gene::64855	FAM129B	Gene
Gene::84272	YIPF4	Gene
Gene::644414	DEFB131	Gene
Pathway::PC7_4729	Influenza Viral RNA Transcription and Replication	Pathway
Gene::51512	GTSE1	Gene
Gene::6827	SUPT4H1	Gene
Gene::1850	DUSP8	Gene
Gene::55613	MTMR8	Gene
Gene::121053	C12orf45	Gene
Gene::9013	TAF1C	Gene
Gene::57579	FAM135A	Gene
Gene::59285	CACNG6	Gene
Gene::8745	ADAM23	Gene
Gene::1748	DLX4	Gene
Gene::3131	HLF	Gene
Gene::643355	LOC643355	Gene
Gene::51141	INSIG2	Gene
Gene::55500	ETNK1	Gene
Gene::84186	ZCCHC7	Gene
Gene::6230	RPS25	Gene
Gene::1780	DYNC1I1	Gene
Gene::283820	NOMO2	Gene
Gene::221188	ADGRG5	Gene
Pathway::PC7_4574	IGF1 pathway	Pathway
Gene::474384	F8A3	Gene
Gene::8209	C21orf33	Gene
Gene::22824	HSPA4L	Gene
Gene::331	XIAP	Gene
Gene::64111	NPVF	Gene
Gene::6799	SULT1A2	Gene
Gene::132884	EVC2	Gene
Gene::23424	TDRD7	Gene
Gene::59349	KLHL12	Gene
Gene::11128	POLR3A	Gene
Gene::8405	SPOP	Gene
Gene::1352	COX10	Gene
Gene::124975	GGT6	Gene
Gene::338645	LUZP2	Gene
Gene::216	ALDH1A1	Gene
Gene::23594	ORC6	Gene
Gene::11215	AKAP11	Gene
Gene::23617	TSSK2	Gene
Gene::64591	TSPY2	Gene
Gene::148741	ANKRD35	Gene
Gene::85478	CCDC65	Gene
Gene::8408	ULK1	Gene
Gene::6549	SLC9A2	Gene
Gene::79983	POF1B	Gene
Gene::7770	ZNF227	Gene
Gene::1666	DECR1	Gene
Gene::7105	TSPAN6	Gene
Gene::84706	GPT2	Gene
Gene::84303	CHCHD6	Gene
Gene::81558	FAM117A	Gene
Gene::2903	GRIN2A	Gene
Gene::58495	OVOL2	Gene
Gene::1734	DIO2	Gene
Gene::388407	C17orf82	Gene
Pathway::PC7_3818	FGFR ligand binding and activation	Pathway
Gene::23386	NUDCD3	Gene
Gene::91147	TMEM67	Gene
Gene::24147	FJX1	Gene
Gene::130507	UBR3	Gene
Gene::686	BTD	Gene
Gene::163059	ZNF433	Gene
Gene::4710	NDUFB4	Gene
Gene::7045	TGFBI	Gene
Gene::6295	SAG	Gene
Gene::4947	OAZ2	Gene
Gene::79935	CNTD2	Gene
Gene::30968	STOML2	Gene
Gene::6036	RNASE2	Gene
Gene::378951	RBMY1J	Gene
Gene::2012	EMP1	Gene
Gene::80310	PDGFD	Gene
Gene::201626	PDE12	Gene
Gene::3211	HOXB1	Gene
Gene::55012	PPP2R3C	Gene
Gene::3948	LDHC	Gene
Gene::80176	SPSB1	Gene
Gene::5970	RELA	Gene
Gene::55636	CHD7	Gene
Gene::64839	FBXL17	Gene
Gene::84304	NUDT22	Gene
Gene::6272	SORT1	Gene
Gene::130813	C2orf50	Gene
Gene::5193	PEX12	Gene
Gene::27033	ZBTB32	Gene
Gene::54207	KCNK10	Gene
Gene::55210	ATAD3A	Gene
Gene::55777	MBD5	Gene
Gene::79868	ALG13	Gene
Gene::9743	ARHGAP32	Gene
Gene::3030	HADHA	Gene
Gene::127294	MYOM3	Gene
Gene::51282	SCAND1	Gene
Gene::84936	ZFYVE19	Gene
Pathway::WP2526_r82681	PDGF Pathway	Pathway
Gene::1632	ECI1	Gene
Gene::50628	GEMIN4	Gene
Gene::5013	OTX1	Gene
Pathway::PC7_7659	Spry regulation of FGF signaling	Pathway
Gene::100129669	IZUMO3	Gene
Gene::26231	LRRC29	Gene
Gene::54551	MAGEL2	Gene
Gene::956	ENTPD3	Gene
Gene::5982	RFC2	Gene
Gene::72	ACTG2	Gene
Gene::10806	SDCCAG8	Gene
Gene::56926	NCLN	Gene
Gene::57109	REXO4	Gene
Gene::378	ARF4	Gene
Gene::104	ADARB1	Gene
Gene::164832	LONRF2	Gene
Gene::90799	CEP95	Gene
Gene::10169	SERF2	Gene
Gene::8091	HMGA2	Gene
Gene::55759	WDR12	Gene
Gene::23307	FKBP15	Gene
Gene::117584	RFFL	Gene
Gene::2916	GRM6	Gene
Pathway::PC7_4214	Glucuronidation	Pathway
Gene::10575	CCT4	Gene
Gene::81831	NETO2	Gene
Gene::3443	IFNA6	Gene
Gene::136227	COL26A1	Gene
Gene::64112	MOAP1	Gene
Gene::22944	KIN	Gene
Gene::79705	LRRK1	Gene
Gene::29889	GNL2	Gene
Pathway::PC7_1131	APC/C:Cdc20 mediated degradation of mitotic proteins	Pathway
Pathway::PC7_4691	Inactivation of APC/C via direct inhibition of the APC/C complex	Pathway
Gene::51068	NMD3	Gene
Pathway::WP206_r68882	Fatty Acid Omega Oxidation	Pathway
Gene::23567	ZNF346	Gene
Gene::4716	NDUFB10	Gene
Gene::2870	GRK6	Gene
Pathway::PC7_3348	Dual incision reaction in GG-NER	Pathway
Gene::8658	TNKS	Gene
Gene::54496	PRMT7	Gene
Gene::23199	GSE1	Gene
Gene::7582	ZNF33B	Gene
Gene::55916	NXT2	Gene
Gene::10975	UQCR11	Gene
Disease::DOID:9744	type 1 diabetes mellitus	Disease
Gene::7518	XRCC4	Gene
Gene::477	ATP1A2	Gene
Pathway::WP2363_r84552	Gastric Cancer Network 2	Pathway
Gene::8050	PDHX	Gene
Gene::55303	GIMAP4	Gene
Gene::29781	NCAPH2	Gene
Gene::49861	CLDN20	Gene
Pathway::PC7_6616	Prolactin receptor signaling	Pathway
Gene::29959	NRBP1	Gene
Gene::84942	WDR73	Gene
Gene::2222	FDFT1	Gene
Gene::1638	DCT	Gene
Gene::3491	CYR61	Gene
Gene::9284	NPIPA1	Gene
Gene::283150	FOXR1	Gene
Gene::79758	DHRS12	Gene
Gene::90135	BTBD6	Gene
Gene::92105	INTS4	Gene
Gene::644139	PIRT	Gene
Gene::5584	PRKCI	Gene
Gene::400720	ZNF772	Gene
Gene::4151	MB	Gene
Pathway::WP306_r80308	Focal Adhesion	Pathway
Gene::54460	MRPS21	Gene
Pathway::PC7_1130	APC/C:Cdc20 mediated degradation of Securin	Pathway
Gene::164656	TMPRSS6	Gene
Gene::79073	TMEM109	Gene
Pathway::PC7_2956	DNA strand elongation	Pathway
Gene::338382	RAB7B	Gene
Pathway::PC7_6666	Pyrophosphate hydrolysis	Pathway
Pathway::PC7_2673	Condensation of Prometaphase Chromosomes	Pathway
Gene::3123	HLA-DRB1	Gene
Gene::9909	DENND4B	Gene
Gene::9887	SMG7	Gene
Pathway::PC7_3997	G beta:gamma signalling through PLC beta	Pathway
Gene::137362	GOT1L1	Gene
Gene::3945	LDHB	Gene
Gene::653308	ASAH2B	Gene
Gene::2790	GNG10	Gene
Gene::10059	DNM1L	Gene
Gene::57554	LRRC7	Gene
Gene::11313	LYPLA2	Gene
Gene::23548	TTC33	Gene
Gene::92714	ARRDC1	Gene
Gene::4249	MGAT5	Gene
Gene::219957	OR9Q2	Gene
Gene::51053	GMNN	Gene
Gene::51295	ECSIT	Gene
Gene::51087	YBX2	Gene
Pathway::PC7_4415	HS-GAG degradation	Pathway
Gene::51422	PRKAG2	Gene
Gene::6608	SMO	Gene
Gene::118424	UBE2J2	Gene
Gene::284521	OR2L13	Gene
Gene::26136	TES	Gene
Gene::84079	ANKRD27	Gene
Gene::7124	TNF	Gene
Gene::10654	PMVK	Gene
Gene::166655	TRIM60	Gene
Gene::3512	JCHAIN	Gene
Gene::4993	OR2C1	Gene
Gene::50488	MINK1	Gene
Gene::100528017	SAA2-SAA4	Gene
Gene::53840	TRIM34	Gene
Gene::54823	SWT1	Gene
Gene::51136	RNFT1	Gene
Gene::4902	NRTN	Gene
Gene::10042	HMGXB4	Gene
Gene::27199	OXGR1	Gene
Gene::54813	KLHL28	Gene
Gene::2649	NR6A1	Gene
Gene::155054	ZNF425	Gene
Gene::2719	GPC3	Gene
Gene::89872	AQP10	Gene
Gene::51808	PHAX	Gene
Gene::51322	WAC	Gene
Gene::23534	TNPO3	Gene
Gene::6236	RRAD	Gene
Gene::347730	LRRTM1	Gene
Gene::162514	TRPV3	Gene
Gene::5593	PRKG2	Gene
Gene::23149	FCHO1	Gene
Gene::57509	MTUS1	Gene
Gene::6879	TAF7	Gene
Gene::79364	ZXDC	Gene
Gene::9584	RBM39	Gene
Gene::55854	ZC3H15	Gene
Gene::57562	CEP126	Gene
Gene::6165	RPL35A	Gene
Gene::55627	SMPD4	Gene
Gene::246269	LACE1	Gene
Disease::DOID:1245	vulva cancer	Disease
Disease::DOID:263	kidney cancer	Disease
Gene::51164	DCTN4	Gene
Gene::11015	KDELR3	Gene
Gene::4869	NPM1	Gene
Gene::5481	PPID	Gene
Gene::56911	MAP3K7CL	Gene
Gene::27077	B9D1	Gene
Gene::7057	THBS1	Gene
Gene::23059	CLUAP1	Gene
Gene::55224	ETNK2	Gene
Pathway::PC7_2032	Base Excision Repair	Pathway
Gene::143496	OR52B4	Gene
Gene::7561	ZNF14	Gene
Gene::57820	CCNB1IP1	Gene
Gene::135458	HUS1B	Gene
Gene::6615	SNAI1	Gene
Gene::317703	VN1R4	Gene
Gene::643802	LOC643802	Gene
Gene::116372	LYPD1	Gene
Gene::91614	DEPDC7	Gene
Gene::3001	GZMA	Gene
Gene::78990	OTUB2	Gene
Gene::50813	COPS7A	Gene
Gene::115701	ALPK2	Gene
Gene::114826	SMYD4	Gene
Gene::91298	C12orf29	Gene
Gene::140803	TRPM6	Gene
Gene::644186	SYCE3	Gene
Gene::5903	RANBP2	Gene
Gene::7490	WT1	Gene
Gene::1436	CSF1R	Gene
Disease::DOID:1936	atherosclerosis	Disease
Gene::64411	ARAP3	Gene
Gene::83732	RIOK1	Gene
Gene::9518	GDF15	Gene
Gene::5701	PSMC2	Gene
Gene::90	ACVR1	Gene
Gene::54478	FAM64A	Gene
Gene::382	ARF6	Gene
